name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Việt Nam,2025-06-20T22:00:00,79.2,79.2,76.6,91.48,0.043,87.1,rain,0,0,4.9,3.6,346.8,1005,100,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-20T23:00:00,78.5,78.5,76.6,93.67,0.039,87.1,rain,0,0,4.9,3.8,340.1,1005,100,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T00:00:00,77.8,77.8,76.4,95.34,0.055,87.1,rain,0,0,5.8,4,343.3,1004,100,7.8,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T01:00:00,77.1,77.1,76,96.48,0.098,87.1,rain,0,0,5.6,3.8,327,1004,100,3.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T02:00:00,76.9,76.9,75.8,96.48,0.063,87.1,rain,0,0,4.9,3.6,326.6,1003,95.3,3.8,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T03:00:00,76.7,76.7,75.6,96.47,0.059,87.1,rain,0,0,4.7,3.4,318.3,1003,94.5,4.1,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T04:00:00,76.7,76.7,75.6,96.47,0.055,87.1,rain,0,0,4.3,3.1,326.1,1003,93,4.2,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T05:00:00,76.7,76.7,75.6,96.47,0.059,87.1,rain,0,0,3.8,3.1,324,1004,100,7.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T06:00:00,77.1,77.1,75.8,95.9,0.043,87.1,rain,0,0,3.8,2.9,325.1,1004,100,10.1,4,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T07:00:00,78.2,78.2,76,93.1,0.012,87.1,rain,0,0,4.5,4,334.7,1004,98.7,15,63,0.2,1,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T08:00:00,81.2,88,76.3,84.89,0,74.2,rain,0,0,3.5,3.3,236.2,1004,99.1,15,212.3,0.7,2,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T09:00:00,84.3,93.8,76.5,77.51,0,74.2,rain,0,0,2.5,2.5,137.8,1004,99.6,15,361.7,1.3,4,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T10:00:00,87.3,98.9,76.7,70.85,0.004,74.2,rain,0,0,1.6,1.8,39.3,1004,100,15,511,1.8,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-21T11:00:00,88.8,100.6,76.4,66.89,0,74.2,rain,0,0,2.7,2.8,75.9,1003.3,93.8,15,593.3,2.1,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-21T12:00:00,90.2,102.1,76,63.17,0,74.2,rain,0,0,3.8,3.7,112.6,1002.7,87.6,15,675.7,2.4,7,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T13:00:00,91.7,103.6,75.6,59.67,0.008,74.2,rain,0,0,4.9,4.7,149.2,1002,81.4,15,758,2.7,8,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T14:00:00,92,104,75.6,59.11,0,71,rain,0,0,5.7,5.4,136.3,1001.3,81.9,15,691.7,2.5,7,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T15:00:00,92.3,104.4,75.6,58.56,0,71,rain,0,0,6.6,6,123.4,1000.7,82.3,15,625.3,2.2,6,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T16:00:00,92.6,104.8,75.6,58.02,0.008,71,rain,0,0,7.4,6.7,110.5,1000,82.8,15,559,2,6,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T17:00:00,90,101.8,76,63.64,0,71,rain,0,0,9.8,7,113.1,1000.7,85.4,15,372.7,1.3,4,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T18:00:00,87.4,98.6,76.4,69.88,0,71,rain,0,0,12.2,7.3,115.6,1001.3,87.9,15,186.3,0.7,2,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-21T19:00:00,84.8,95,76.7,76.78,0.091,71,rain,0,0,14.5,7.6,118.2,1002,90.5,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-21T20:00:00,83.5,92.5,76.7,80.11,0,77.4,rain,0,0,15.6,7.5,125.5,1002.7,93.7,12.4,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-21T21:00:00,82.1,89.9,76.6,83.6,0,77.4,rain,0,0,16.6,7.3,132.9,1003.3,96.8,9.8,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-21T22:00:00,80.7,87.1,76.6,87.27,0.094,77.4,rain,0,0,17.7,7.2,140.2,1004,100,7.1,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-21T23:00:00,80.2,86,76.6,88.64,0,77.4,rain,0,0,14.4,6,159.8,1003.7,100,9.5,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T00:00:00,79.7,79.7,76.6,90.05,0,77.4,rain,0,0,11.1,4.8,179.3,1003.3,100,11.9,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T01:00:00,79.2,79.2,76.6,91.48,0.138,77.4,rain,0,0,7.8,3.6,198.9,1003,100,14.2,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T02:00:00,79.2,79.2,76.4,90.93,0,74.2,rain,0,0,6.5,3.5,243.4,1003,100,14.1,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T03:00:00,79.2,79.2,76.2,90.39,0,74.2,rain,0,0,5.1,3.4,287.9,1003,100,13.9,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T04:00:00,79.2,79.2,76,89.85,0.134,74.2,rain,0,0,3.8,3.4,332.4,1003,100,13.7,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T05:00:00,79.8,79.8,76.3,88.8,0,74.2,rain,0,0,4.8,3.9,341,1003.3,100,14.1,15.3,0.1,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T06:00:00,80.4,86.5,76.5,87.78,0,74.2,rain,0,0,5.9,4.4,349.5,1003.7,100,14.6,30.7,0.1,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T07:00:00,81.1,87.9,76.7,86.76,0.004,74.2,rain,0,0,6.9,4.9,358.1,1004,100,15,46,0.2,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-22T08:00:00,83.1,92.1,76.8,81.21,0,58.1,rain,0,0,5.9,4.6,356.8,1004,100,15,180,0.7,2,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T09:00:00,85.2,95.8,76.8,76.06,0,58.1,rain,0,0,4.8,4.3,355.4,1004,100,15,314,1.1,3,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T10:00:00,87.3,99.1,76.9,71.28,0.02,58.1,rain,0,0,3.8,4,354.1,1004,100,15,448,1.6,4,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T11:00:00,88.7,100.7,76.6,67.68,0,58.1,rain,0,0,3.4,3.9,339,1003.3,100,15,509,1.8,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T12:00:00,90,102.2,76.3,64.28,0,58.1,rain,0,0,2.9,3.7,323.9,1002.7,100,15,570,2.1,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T13:00:00,91.3,103.6,76,61.07,0.008,58.1,rain,0,0,2.5,3.6,308.8,1002,100,15,631,2.3,6,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T14:00:00,91.6,103.8,75.9,60.37,0,58.1,rain,0,0,2.2,3.3,304.2,1001.7,100,15,569,2.1,6,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T15:00:00,91.8,103.9,75.8,59.68,0,58.1,rain,0,0,1.9,3,299.6,1001.3,100,15,507,1.8,5,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T16:00:00,92,104.1,75.6,59,0,58.1,rain,0,0,1.6,2.7,295,1001,100,15,445,1.6,4,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T17:00:00,90.2,102,75.9,63.16,0,58.1,rain,0,0,1.9,2.1,262.9,1001.3,100,12.9,296.7,1.1,3,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T18:00:00,88.3,99.7,76.2,67.64,0,58.1,rain,0,0,2.3,1.5,230.7,1001.7,100,10.9,148.3,0.5,1,60,"Rain, Overcast",rain,
Việt Nam,2025-06-22T19:00:00,86.4,97.3,76.6,72.48,0.031,58.1,rain,0,0,2.7,0.9,198.6,1002,100,8.9,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T20:00:00,84.8,95.2,77,77.4,0,87.1,rain,0,0,8.1,3.9,174.5,1002.7,100,10.9,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T21:00:00,83.2,92.8,77.4,82.68,0,87.1,rain,0,0,13.4,6.9,150.5,1003.3,100,12.9,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T22:00:00,81.6,89.8,77.8,88.35,0.193,87.1,rain,0,0,18.8,9.8,126.4,1004,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-22T23:00:00,81.3,89.1,77.7,88.87,0,87.1,rain,0,0,18,8.9,131.8,1003.7,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T00:00:00,81,88.3,77.6,89.38,0,87.1,rain,0,0,17.3,7.9,137.2,1003.3,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T01:00:00,80.7,87.6,77.4,89.91,0.083,87.1,rain,0,0,16.6,6.9,142.6,1003,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T02:00:00,80.6,87.4,77.3,89.73,0,71,rain,0,0,13.6,6,133.1,1003,98.4,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T03:00:00,80.6,87.2,77.2,89.54,0,71,rain,0,0,10.7,5.1,123.5,1003,96.7,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T04:00:00,80.5,87,77.1,89.36,0.051,71,rain,0,0,7.8,4.3,114,1003,95.1,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T05:00:00,80.8,87.5,77,88.49,0,71,rain,0,0,7.9,5.1,85.7,1003.3,96.7,15,15.3,0.1,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T06:00:00,81,87.9,77,87.63,0,71,rain,0,0,8,5.9,57.5,1003.7,98.4,15,30.7,0.1,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T07:00:00,81.2,88.4,76.9,86.77,0,71,rain,0,0,8.1,6.7,29.2,1004,100,15,46,0.2,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T08:00:00,83.1,92,76.8,81.53,0,58.1,rain,0,0,6.9,6.3,21.3,1004.3,100,15,173,0.6,2,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T09:00:00,84.9,95.2,76.8,76.64,0,58.1,rain,0,0,5.7,5.8,13.5,1004.7,100,15,300,1.1,3,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T10:00:00,86.8,98.1,76.7,72.08,0.012,58.1,rain,0,0,4.5,5.4,5.6,1005,100,15,427,1.5,4,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T11:00:00,86.9,98.3,76.8,72.08,0,58.1,rain,0,0,4.9,6,117.7,1004.3,100,15,456.7,1.6,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T12:00:00,86.9,98.4,76.8,72.09,0,58.1,rain,0,0,5.4,6.7,229.9,1003.7,100,15,486.3,1.8,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T13:00:00,87,98.6,76.9,72.1,0.039,58.1,rain,0,0,5.8,7.4,342,1003,100,15,516,1.9,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T14:00:00,87.8,99.6,76.8,70.05,0,54.8,rain,0,0,5.3,6.7,336.7,1002.3,100,15,519.3,1.9,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T15:00:00,88.6,100.6,76.7,68.07,0,54.8,rain,0,0,4.8,6,331.3,1001.7,100,15,522.7,1.9,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T16:00:00,89.3,101.6,76.6,66.16,0.004,54.8,rain,0,0,4.3,5.4,326,1001,100,15,526,1.9,5,60,"Rain, Overcast",rain,
Việt Nam,2025-06-23T17:00:00,87.1,98.6,76.7,71.39,0,54.8,rain,0,0,5.6,5.4,322.5,1001.7,98.5,13,350.7,1.3,4,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T18:00:00,84.9,95.3,76.9,77.1,0,54.8,rain,0,0,6.9,5.5,319,1002.3,97,11.1,175.3,0.6,2,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T19:00:00,82.7,91.5,77.1,83.31,0.012,54.8,rain,0,0,8.3,5.6,315.5,1003,95.5,9.1,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T20:00:00,82.1,90.5,77.2,85.11,0,64.5,rain,0,0,6.9,4.6,231.8,1003.3,97,9.3,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T21:00:00,81.6,89.5,77.3,86.96,0,64.5,rain,0,0,5.4,3.7,148.1,1003.7,98.5,9.5,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T22:00:00,81.1,88.4,77.4,88.86,0.307,64.5,rain,0,0,4,2.7,64.4,1004,100,9.7,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-23T23:00:00,80.1,86.2,77.3,90.96,0,64.5,rain,0,0,10.3,5.6,104.3,1004,100,7.4,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T00:00:00,79.2,79.2,77.1,93.13,0,64.5,rain,0,0,16.6,8.5,144.3,1004,100,5.2,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T01:00:00,78.3,78.3,76.9,95.35,0.457,64.5,rain,0,0,22.8,11.4,184.2,1004,100,2.9,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T02:00:00,78.3,78.3,76.5,94.22,0,45.2,rain,0,0,16.9,8.6,172.8,1003.7,100,6.9,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T03:00:00,78.2,78.2,76.1,93.1,0,45.2,rain,0,0,10.9,5.7,161.4,1003.3,100,11,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T04:00:00,78.2,78.2,75.6,91.99,0.091,45.2,rain,0,0,4.9,2.9,150,1003,100,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T05:00:00,78.4,78.4,75.8,91.63,0,45.2,rain,0,0,4.2,2.7,111.8,1003.7,100,15,2.7,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T06:00:00,78.6,78.6,75.9,91.27,0,45.2,rain,0,0,3.4,2.5,73.6,1004.3,100,15,5.3,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T07:00:00,78.9,78.9,76,90.92,0,45.2,rain,0,0,2.7,2.2,35.4,1005,100,15,8,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T08:00:00,79.9,79.9,76.2,88.45,0,54.8,rain,0,0,2.8,2.5,136.4,1005,100,15,55.7,0.2,1,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T09:00:00,80.9,87.5,76.4,86.07,0,54.8,rain,0,0,3,2.7,237.5,1005,100,15,103.3,0.3,1,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T10:00:00,81.9,89.6,76.6,83.76,0,54.8,rain,0,0,3.1,2.9,338.5,1005,100,15,151,0.5,2,10,"Rain, Overcast",rain,
Việt Nam,2025-06-24T11:00:00,83.5,92.4,76.4,79.32,0,54.8,rain,0,0,2.8,2.5,292.7,1004.3,100,15,244.7,0.9,2,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T12:00:00,85.1,94.9,76.3,75.14,0,54.8,rain,0,0,2.4,2.2,246.8,1003.7,100,15,338.3,1.2,3,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T13:00:00,86.6,97.2,76.2,71.2,0,54.8,rain,0,0,2,1.8,201,1003,100,15,432,1.6,4,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T14:00:00,88,98.7,75.8,67.47,0,64.5,rain,0,0,3.2,2.6,188.6,1002.3,97.8,15,498.3,1.8,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T15:00:00,89.3,100.1,75.5,63.94,0,64.5,rain,0,0,4.4,3.4,176.3,1001.7,95.6,15,564.7,2.1,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T16:00:00,90.6,101.5,75.1,60.61,0,64.5,rain,0,0,5.6,4.3,163.9,1001,93.4,15,631,2.3,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T17:00:00,89.1,100,75.6,64.56,0,64.5,rain,0,0,7.5,5.2,153.2,1001.3,71.1,15,420.7,1.5,4,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-24T18:00:00,87.6,98.5,76.1,68.79,0,64.5,rain,0,0,9.5,6.2,142.6,1001.7,48.9,15,210.3,0.8,2,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-24T19:00:00,86.1,96.8,76.6,73.31,0.004,64.5,rain,0,0,11.4,7.2,131.9,1002,26.6,15,0,0,0,60,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-24T20:00:00,84.9,95.4,76.9,76.95,0,67.7,rain,0,0,13.6,7.9,135.8,1002.7,51.1,15,0,0,0,60,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-24T21:00:00,83.8,93.7,77.3,80.78,0,67.7,rain,0,0,15.9,8.6,139.6,1003.3,75.5,15,0,0,0,60,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-24T22:00:00,82.7,91.9,77.6,84.81,0.083,67.7,rain,0,0,18.1,9.4,143.5,1004,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-24T23:00:00,82.3,91,77.4,85.29,0,67.7,rain,0,0,18.3,9.2,143.4,1003.7,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T00:00:00,81.9,90.2,77.3,85.78,0,67.7,rain,0,0,18.6,9.1,143.2,1003.3,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T01:00:00,81.6,89.3,77.1,86.28,0.122,67.7,rain,0,0,18.8,8.9,143.1,1003,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T02:00:00,81.4,89,77.2,86.95,0,74.2,rain,0,0,17.5,8.4,137.4,1002.7,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T03:00:00,81.2,88.6,77.2,87.64,0,74.2,rain,0,0,16.3,7.9,131.8,1002.3,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T04:00:00,81.1,88.3,77.3,88.33,0.004,74.2,rain,0,0,15,7.4,126.1,1002,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T05:00:00,81.5,89.4,77.4,87.31,0,74.2,rain,0,0,13.5,6.8,124.5,1002.3,100,15,11.3,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T06:00:00,82,90.5,77.5,86.3,0,74.2,rain,0,0,12,6.2,122.8,1002.7,100,15,22.7,0.1,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T07:00:00,82.5,91.6,77.6,85.3,0,74.2,rain,0,0,10.5,5.6,121.2,1003,100,15,34,0.1,0,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T08:00:00,84.1,94.5,77.6,80.95,0,71,rain,0,0,9,5.3,127.4,1003.3,100,15,118.7,0.4,1,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T09:00:00,85.6,97.1,77.5,76.85,0,71,rain,0,0,7.5,5,133.7,1003.7,100,15,203.3,0.7,2,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T10:00:00,87.2,99.6,77.4,72.98,0.012,71,rain,0,0,6,4.7,139.9,1004,100,15,288,1,3,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T11:00:00,88.1,100.9,77.3,70.51,0,71,rain,0,0,4.9,3.6,157.8,1003,100,11.6,386.7,1.4,4,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T12:00:00,89.1,102.1,77.2,68.13,0,71,rain,0,0,3.8,2.5,175.7,1002,100,8.1,485.3,1.7,5,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T13:00:00,90.1,103.3,77.1,65.84,0.157,71,rain,0,0,2.7,1.3,193.6,1001,100,4.7,584,2.1,6,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T14:00:00,89.1,102.4,77.4,68.68,0,58.1,rain,0,0,3.5,2.1,155,1000.7,100,8.1,477.3,1.7,5,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T15:00:00,88.1,101.5,77.8,71.64,0,58.1,rain,0,0,4.3,2.8,116.5,1000.3,100,11.6,370.7,1.4,4,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T16:00:00,87.2,100.5,78.2,74.73,0.287,58.1,rain,0,0,5.1,3.6,77.9,1000,100,15,264,1,3,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T17:00:00,86,98.4,78,77.04,0,58.1,rain,0,0,8.9,4.8,90.4,1000.7,100,15,176,0.7,2,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T18:00:00,84.9,96.2,77.8,79.43,0,58.1,rain,0,0,12.6,6.1,103,1001.3,100,15,88,0.3,1,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T19:00:00,83.7,94,77.6,81.9,0.126,58.1,rain,0,0,16.3,7.4,115.5,1002,100,15,0,0,0,60,"Rain, Overcast",rain,
Việt Nam,2025-06-25T20:00:00,82.8,92.1,77.6,84.31,0,64.5,rain,0,0,16.8,7.3,125,1002.7,99.5,15,0,0,0,30,"Rain, Overcast",rain,
