name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Việt Nam,2025-06-25T21:00:00,81.8,90.1,77.5,86.8,0,64.5,rain,0,0,17.2,7.2,134.4,1003.3,99,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T22:00:00,80.9,88,77.4,89.38,0.02,64.5,rain,0,0,17.7,7.2,143.9,1004,98.5,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-25T23:00:00,80.5,87,77.3,89.9,0,64.5,rain,0,0,17.3,7,151.4,1003.7,98.8,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T00:00:00,80.1,86.1,77.1,90.42,0,64.5,rain,0,0,16.9,6.9,159,1003.3,99.1,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T01:00:00,79.8,79.8,76.9,90.95,0.268,64.5,rain,0,0,16.6,6.7,166.5,1003,99.4,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T02:00:00,79.4,79.4,76.3,90.22,0,61.3,rain,0,0,12.8,5.7,158.8,1002.7,99.2,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T03:00:00,79.1,79.1,75.7,89.48,0,61.3,rain,0,0,9.1,4.6,151.2,1002.3,98.9,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T04:00:00,78.7,78.7,75.1,88.75,0.071,61.3,rain,0,0,5.4,3.6,143.5,1002,98.7,15,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T05:00:00,79.5,79.5,75.2,86.86,0,61.3,rain,0,0,4.4,2.8,160.2,1002.7,89.9,15,11.7,0,0,10,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-26T06:00:00,80.3,85.6,75.4,85.01,0,61.3,rain,0,0,3.4,1.9,176.9,1003.3,81,15,23.3,0.1,0,10,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-26T07:00:00,81.1,87.2,75.5,83.2,0.039,61.3,rain,0,0,2.5,1.1,193.6,1004,72.2,15,35,0.1,0,10,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-26T08:00:00,83.3,91.5,75.8,78.05,0,64.5,rain,0,0,3.8,2.4,171.7,1004,78.6,15,198.7,0.7,2,10,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-26T09:00:00,85.6,95.5,76.1,73.27,0,64.5,rain,0,0,5.1,3.7,149.9,1004,85,15,362.3,1.3,4,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-26T10:00:00,87.9,99.3,76.4,68.82,0.087,64.5,rain,0,0,6.5,4.9,128,1004,91.4,15,526,1.9,5,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T11:00:00,89,100.8,76.4,66.51,0,64.5,rain,0,0,7.2,6.1,121.7,1003,93.8,12.7,627.3,2.3,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T12:00:00,90.1,102.3,76.4,64.29,0,64.5,rain,0,0,7.8,7.3,115.3,1002,96.2,10.5,728.7,2.6,7,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T13:00:00,91.1,103.8,76.4,62.15,0.051,64.5,rain,0,0,8.5,8.5,109,1001,98.6,8.2,830,3,8,60,"Rain, Overcast",rain,
Việt Nam,2025-06-26T14:00:00,89.6,102.2,76.7,66.05,0,51.6,rain,0,0,8.2,7.4,111.7,1001,99.1,8,700,2.5,7,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T15:00:00,88,100.4,77.1,70.22,0,51.6,rain,0,0,7.9,6.3,114.5,1001,99.5,7.7,570,2.1,6,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T16:00:00,86.4,98.4,77.4,74.67,0.307,51.6,rain,0,0,7.6,5.1,117.2,1001,100,7.5,440,1.6,4,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T17:00:00,85.1,95.9,77.3,77.57,0,51.6,rain,0,0,8.9,5.4,118.2,1001.7,100,5.8,293.3,1.1,3,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T18:00:00,83.7,93.4,77.1,80.61,0,51.6,rain,0,0,10.3,5.7,119.2,1002.3,100,4,146.7,0.5,1,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T19:00:00,82.3,90.6,76.9,83.78,0.362,51.6,rain,0,0,11.6,6,120.2,1003,100,2.2,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T20:00:00,81.8,89.5,76.8,85.09,0,51.6,rain,0,0,11.3,5.7,116.3,1003.3,100,3.3,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-26T21:00:00,81.2,88.3,76.8,86.43,0,51.6,rain,0,0,10.9,5.4,112.3,1003.7,100,4.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T22:00:00,80.7,87.2,76.7,87.79,0.441,51.6,rain,0,0,10.5,5.1,108.4,1004,100,5.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-26T23:00:00,80.5,86.6,76.4,87.43,0,51.6,rain,0,0,9.7,4.8,115.4,1003.7,100,5.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-27T00:00:00,80.3,86.1,76.1,87.07,0,51.6,rain,0,0,8.9,4.4,122.4,1003.3,100,5.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-27T01:00:00,80.1,85.5,75.8,86.72,0.287,51.6,rain,0,0,8.1,4,129.4,1003,100,5.3,0,0,0,10,"Rain, Overcast",rain,
Việt Nam,2025-06-27T02:00:00,79.7,79.7,75.9,88.44,0,38.7,,0,0,7.1,3.7,164.7,1003,100,7.4,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T03:00:00,79.2,79.2,76.1,90.21,0,38.7,,0,0,6.1,3.4,199.9,1003,100,9.4,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T04:00:00,78.7,78.7,76.2,92.01,0.181,38.7,rain,0,0,5.1,3.1,235.2,1003,100,11.5,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T05:00:00,78.8,78.8,76.3,92.01,0,38.7,,0,0,5.8,3.9,256.7,1003.7,100,12.7,6.7,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T06:00:00,78.8,78.8,76.3,92.01,0,38.7,,0,0,6.5,4.6,278.3,1004.3,100,13.8,13.3,0.1,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T07:00:00,78.9,78.9,76.4,92.01,0.118,38.7,rain,0,0,7.2,5.4,299.8,1005,100,15,20,0.1,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T08:00:00,81,87.7,76.6,86.42,0,32.3,,0,0,5.7,4.5,315.6,1005,100,13.1,160.3,0.6,2,10,Overcast,cloudy,
Việt Nam,2025-06-27T09:00:00,83.1,91.9,76.7,81.21,0,32.3,,0,0,4.3,3.6,331.3,1005,100,11.2,300.7,1.1,3,30,Overcast,cloudy,
Việt Nam,2025-06-27T10:00:00,85.2,95.7,76.9,76.36,0.114,32.3,rain,0,0,2.9,2.7,347.1,1005,100,9.3,441,1.6,4,30,Overcast,cloudy,
Việt Nam,2025-06-27T11:00:00,84.6,94.8,76.8,77.54,0,32.3,,0,0,3.5,3.4,333.3,1004.7,100,11.2,371.3,1.3,4,30,Overcast,cloudy,
Việt Nam,2025-06-27T12:00:00,84.1,93.8,76.8,78.74,0,32.3,,0,0,4.1,4,319.4,1004.3,100,13.1,301.7,1.1,3,30,Overcast,cloudy,
Việt Nam,2025-06-27T13:00:00,83.6,92.8,76.7,79.96,0.13,32.3,rain,0,0,4.7,4.7,305.6,1004,100,15,232,0.8,2,30,Overcast,cloudy,
Việt Nam,2025-06-27T14:00:00,82.8,91.5,76.8,82.33,0,38.7,,0,0,6.3,5.6,306.4,1003.7,100,15,189.3,0.7,2,30,Overcast,cloudy,
Việt Nam,2025-06-27T15:00:00,82,90.1,77,84.77,0,38.7,,0,0,8,6.5,307.2,1003.3,100,15,146.7,0.5,1,30,Overcast,cloudy,
Việt Nam,2025-06-27T16:00:00,81.2,88.5,77.1,87.29,0.012,38.7,rain,0,0,9.6,7.4,308,1003,100,15,104,0.4,1,30,Overcast,cloudy,
Việt Nam,2025-06-27T17:00:00,80.6,87.1,76.9,88.49,0,38.7,,0,0,9.7,6.7,313.6,1003.3,100,15,69.3,0.3,1,30,Overcast,cloudy,
Việt Nam,2025-06-27T18:00:00,80,85.7,76.7,89.7,0,38.7,,0,0,9.8,6,319.2,1003.7,100,15,34.7,0.1,0,30,Overcast,cloudy,
Việt Nam,2025-06-27T19:00:00,79.4,79.4,76.6,90.94,0.024,38.7,rain,0,0,9.8,5.4,324.8,1004,100,15,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T20:00:00,79.2,79.2,76.3,90.93,0,38.7,,0,0,7.7,4.5,328.9,1004.3,99,15,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T21:00:00,79,79,76.1,90.92,0,38.7,,0,0,5.5,3.7,333.1,1004.7,98,15,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T22:00:00,78.7,78.7,75.8,90.91,0,38.7,,0,0,3.4,2.9,337.2,1005,97,15,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-27T23:00:00,78.4,78.4,75.7,91.63,0,38.7,,0,0,3.1,2.8,318,1004.7,98,11.5,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T00:00:00,78,78,75.6,92.35,0,38.7,,0,0,2.8,2.6,298.7,1004.3,99,8,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T01:00:00,77.6,77.6,75.5,93.08,0.13,38.7,rain,0,0,2.5,2.5,279.5,1004,100,4.5,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T02:00:00,77.7,77.7,75.5,92.71,0,38.7,,0,0,2.5,2.2,238.3,1003.7,100,8,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T03:00:00,77.9,77.9,75.5,92.35,0,38.7,,0,0,2.5,2,197.1,1003.3,100,11.5,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T04:00:00,78,78,75.5,91.98,0.043,38.7,rain,0,0,2.5,1.8,155.9,1003,100,15,0,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T05:00:00,78,78,75.5,92.17,0,38.7,,0,0,2.8,2.1,109.3,1003.3,100,15,1.7,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T06:00:00,78,78,75.6,92.35,0,38.7,,0,0,3.1,2.4,62.7,1003.7,100,15,3.3,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T07:00:00,78,78,75.6,92.54,0,38.7,,0,0,3.4,2.7,16.1,1004,100,15,5,0,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T08:00:00,78.5,78.5,75.8,91.27,0,38.7,,0,0,2.5,1.9,101.1,1004.3,100,15,32.7,0.2,0,10,Overcast,cloudy,
Việt Nam,2025-06-28T09:00:00,79.1,79.1,75.9,90.02,0,38.7,,0,0,1.7,1,186.1,1004.7,100,15,60.3,0.3,1,10,Overcast,cloudy,
Việt Nam,2025-06-28T10:00:00,79.6,79.6,76,88.79,0,38.7,,0,0,0.9,0.2,271.1,1005,100,15,88,0.3,1,10,Overcast,cloudy,
Việt Nam,2025-06-28T11:00:00,80.8,86.8,75.9,85.21,0,38.7,,0,0,2.4,1.5,232.2,1004,100,15,134.3,0.5,1,10,Overcast,cloudy,
Việt Nam,2025-06-28T12:00:00,81.9,89,75.8,81.78,0,38.7,,0,0,3.9,2.8,193.4,1003,100,15,180.7,0.6,2,10,Overcast,cloudy,
Việt Nam,2025-06-28T13:00:00,83,90.9,75.6,78.5,0.004,38.7,rain,0,0,5.4,4,154.5,1002,100,15,227,0.8,2,10,Overcast,cloudy,
Việt Nam,2025-06-28T14:00:00,83.8,92.1,75.5,76.24,0,29,,0,0,6.3,4.2,155.9,1001,94,15,239.7,0.9,2,10,Overcast,cloudy,
Việt Nam,2025-06-28T15:00:00,84.6,93.3,75.4,74.06,0,29,,0,0,7.3,4.3,157.3,1000,88.1,15,252.3,0.9,3,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-28T16:00:00,85.4,94.3,75.3,71.94,0,29,,0,0,8.3,4.5,158.7,999,82.1,15,265,1,3,30,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-28T17:00:00,83.7,91.5,75.1,75.32,0,29,,0,0,10.1,5.4,157.7,999.3,80.5,15,176.7,0.7,2,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-28T18:00:00,82,88.5,74.8,78.89,0,29,,0,0,12,6.3,156.7,999.7,78.9,15,88.3,0.3,1,3,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-28T19:00:00,80.3,85.4,74.6,82.66,0,29,,0,0,13.9,7.2,155.7,1000,77.3,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-28T20:00:00,79.7,79.7,74.6,84.47,0,41.9,,0,0,13.4,6.9,154.4,1000.7,66.8,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-28T21:00:00,79.1,79.1,74.7,86.32,0,41.9,,0,0,13,6.6,153.2,1001.3,56.3,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-28T22:00:00,78.5,78.5,74.7,88.21,0,41.9,,0,0,12.5,6.3,151.9,1002,45.8,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-28T23:00:00,78.4,78.4,74.7,88.56,0,41.9,,0,0,10,5.3,144.4,1001.7,48.9,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T00:00:00,78.3,78.3,74.7,88.91,0,41.9,,0,0,7.5,4.3,137,1001.3,51.9,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T01:00:00,78.2,78.2,74.7,89.27,0,41.9,,0,0,4.9,3.4,129.5,1001,55,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T02:00:00,78.1,78.1,74.7,89.44,0,32.3,,0,0,3.8,2.5,170.4,1000.7,70,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T03:00:00,77.9,77.9,74.6,89.62,0,32.3,,0,0,2.7,1.6,211.2,1000.3,85,15,0,0,0,3,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T04:00:00,77.8,77.8,74.6,89.79,0,32.3,,0,0,1.6,0.7,252.1,1000,100,15,0,0,0,3,Overcast,cloudy,
Việt Nam,2025-06-29T05:00:00,78.5,78.5,74.7,88.04,0,32.3,,0,0,2.1,1.3,269,1000.7,92.5,15,10,0,0,3,Overcast,cloudy,
Việt Nam,2025-06-29T06:00:00,79.3,79.3,74.8,86.32,0,32.3,,0,0,2.6,1.9,286,1001.3,85,15,20,0.1,0,3,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T07:00:00,80,80,74.9,84.65,0,32.3,,0,0,3.1,2.5,302.9,1002,77.5,15,30,0.1,0,3,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T08:00:00,82.2,89,74.9,78.44,0,38.7,,0,0,3.1,2.5,280.4,1002,76.9,15,159.7,0.6,2,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T09:00:00,84.5,92.6,74.8,72.73,0,38.7,,0,0,3.1,2.6,258,1002,76.4,15,289.3,1,3,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T10:00:00,86.8,95.9,74.7,67.48,0,38.7,,0,0,3.1,2.7,235.5,1002,75.8,15,419,1.5,4,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T11:00:00,87.6,96.7,74.5,65.3,0,38.7,,0,0,4.8,3.7,230.4,1001.3,79.5,15,488.7,1.8,5,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T12:00:00,88.4,97.5,74.3,63.2,0,38.7,,0,0,6.4,4.6,225.2,1000.7,83.1,15,558.3,2,6,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T13:00:00,89.1,98.3,74,61.17,0,38.7,,0,0,8.1,5.6,220.1,1000,86.8,15,628,2.3,6,10,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-29T14:00:00,90.5,100,73.9,58.34,0,45.2,rain,0,0,7.2,5.5,198.5,999.3,59.5,15,607.3,2.2,6,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-29T15:00:00,91.9,101.6,73.8,55.65,0,45.2,rain,0,0,6.4,5.4,177,998.7,32.3,15,586.7,2.1,6,30,"Rain, Partially cloudy",rain,
Việt Nam,2025-06-29T16:00:00,93.3,103.3,73.7,53.1,0,45.2,rain,0,0,5.6,5.4,155.4,998,5,15,566,2,6,30,Rain,rain,
Việt Nam,2025-06-29T17:00:00,91.2,101.8,74.6,58.43,0,45.2,rain,0,0,8.8,6.3,144.5,998.7,5.6,15,377.3,1.3,4,30,Rain,rain,
Việt Nam,2025-06-29T18:00:00,89.2,100.2,75.6,64.32,0,45.2,rain,0,0,12,7.3,133.7,999.3,6.3,15,188.7,0.7,2,60,Rain,rain,
Việt Nam,2025-06-29T19:00:00,87.2,98.4,76.6,70.83,0,45.2,rain,0,0,15.2,8.3,122.8,1000,6.9,15,0,0,0,60,Rain,rain,
Việt Nam,2025-06-29T20:00:00,85.9,96.7,76.7,74.18,0,38.7,,0,0,14.5,7.9,125.6,1000.3,37.9,15,0,0,0,60,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T21:00:00,84.6,94.8,76.9,77.69,0,38.7,,0,0,13.9,7.5,128.4,1000.7,69,15,0,0,0,60,Partially cloudy,partly-cloudy-night,
Việt Nam,2025-06-29T22:00:00,83.4,92.8,77.1,81.39,0,38.7,,0,0,13.2,7.2,131.2,1001,100,15,0,0,0,15,Overcast,cloudy,
Việt Nam,2025-06-29T23:00:00,83,92,77,82.02,0,38.7,,0,0,9.8,5.7,147.3,1000.7,100,15,0,0,0,30,Overcast,cloudy,
Việt Nam,2025-06-30T00:00:00,82.7,91.3,76.8,82.65,0,38.7,,0,0,6.5,4.2,163.3,1000.3,100,15,0,0,0,30,Overcast,cloudy,
Việt Nam,2025-06-30T01:00:00,82.3,90.5,76.7,83.28,0,38.7,,0,0,3.1,2.7,179.4,1000,100,15,0,0,0,30,Overcast,cloudy,
Việt Nam,2025-06-30T02:00:00,81.9,89.7,76.8,84.59,0,48.4,rain,0,0,4.3,3.2,234.1,1000,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T03:00:00,81.5,88.9,76.8,85.93,0,48.4,rain,0,0,5.5,3.7,288.8,1000,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T04:00:00,81.1,88,76.9,87.28,0,48.4,rain,0,0,6.7,4.3,343.5,1000,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T05:00:00,81.2,88.3,76.9,86.94,0,48.4,rain,0,0,7.8,4.5,329.3,1000.3,100,15,4.3,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T06:00:00,81.3,88.5,76.9,86.6,0,48.4,rain,0,0,8.8,4.7,315.1,1000.7,100,15,8.7,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T07:00:00,81.4,88.8,76.9,86.27,0,48.4,rain,0,0,9.8,4.9,300.9,1001,100,15,13,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T08:00:00,84.5,93.5,75.8,75.39,0,41.9,,0,0,9.2,5.5,299.3,1001.3,100,15,160.3,0.5,2,30,Overcast,cloudy,
Việt Nam,2025-06-30T09:00:00,87.5,96.9,74.8,65.95,0,41.9,,0,0,8.6,6.1,297.8,1001.7,100,15,307.7,1.1,3,30,Overcast,cloudy,
Việt Nam,2025-06-30T10:00:00,90.6,99.8,73.7,57.76,0,41.9,,0,0,8.1,6.7,296.2,1002,100,15,455,1.6,5,10,Overcast,cloudy,
Việt Nam,2025-06-30T11:00:00,92,101.4,73.5,54.89,0,41.9,,0,0,7.9,6.1,293.2,1001.3,97.7,15,566.3,2,6,10,Overcast,cloudy,
Việt Nam,2025-06-30T12:00:00,93.5,103.1,73.3,52.17,0,41.9,,0,0,7.8,5.5,290.3,1000.7,95.4,15,677.7,2.4,7,30,Overcast,cloudy,
Việt Nam,2025-06-30T13:00:00,94.9,104.7,73.1,49.6,0,41.9,,0,0,7.6,4.9,287.3,1000,93.1,15,789,2.8,8,30,Overcast,cloudy,
Việt Nam,2025-06-30T14:00:00,95.9,105.7,72.9,47.77,0,38.7,,0,0,9.8,5.3,283.7,999,91.3,15,764,2.7,8,30,Overcast,cloudy,
Việt Nam,2025-06-30T15:00:00,96.8,106.6,72.7,46.01,0,38.7,,0,0,12.1,5.7,280.2,998,89.4,15,739,2.7,7,30,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-30T16:00:00,97.8,107.6,72.4,44.32,0,38.7,,0,0,14.3,6,276.6,997,87.6,15,714,2.6,7,30,Partially cloudy,partly-cloudy-day,
Việt Nam,2025-06-30T17:00:00,95.4,105.1,73,48.58,0,38.7,,0,0,15.3,6.3,256,997.3,91.7,15,476,1.7,5,30,Overcast,cloudy,
Việt Nam,2025-06-30T18:00:00,93,102.7,73.5,53.27,0,38.7,,0,0,16.3,6.6,235.4,997.7,95.9,15,238,0.9,2,30,Overcast,cloudy,
Việt Nam,2025-06-30T19:00:00,90.6,100.2,74,58.46,0,38.7,,0,0,17.2,6.9,214.8,998,100,15,0,0,0,30,Overcast,cloudy,
Việt Nam,2025-06-30T20:00:00,89.3,98.9,74.3,61.44,0,45.2,rain,0,0,12.8,5.6,199.1,998.3,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T21:00:00,88.1,97.5,74.6,64.58,0,45.2,rain,0,0,8.4,4.3,183.4,998.7,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T22:00:00,86.8,96.1,74.9,67.89,0,45.2,rain,0,0,4,2.9,167.7,999,100,15,0,0,0,30,"Rain, Overcast",rain,
Việt Nam,2025-06-30T23:00:00,85.5,94.1,74.8,70.52,0,45.2,rain,0,0,6.4,4,220.9,999,100,15,0,0,0,8,"Rain, Overcast",rain,
